ア、,2,2,9000,フィラー,*,*,*,*,*,ア、,ア,ア
アー、,2,2,9000,フィラー,*,*,*,*,*,アー、,アー,アー
アー…,2,2,9000,フィラー,*,*,*,*,*,アー、,アー,アー
イ、,2,2,9000,フィラー,*,*,*,*,*,イ、,イ,イ
ウ、,2,2,9000,フィラー,*,*,*,*,*,ウ、,ウ,ウ
ウェー,2,2,16000,フィラー,*,*,*,*,*,ウェー、,ウェー,ウェー
エー、,2,2,9000,フィラー,*,*,*,*,*,エー、,エー,エー
エー…,2,2,9000,フィラー,*,*,*,*,*,エー、,エー,エー
エート、,2,2,9000,フィラー,*,*,*,*,*,エート、,エート,エート
エート,2,2,15000,フィラー,*,*,*,*,*,エート、,エート,エート
オ、,2,2,9000,フィラー,*,*,*,*,*,オ、,オ,オ
グ、,2,2,9000,フィラー,*,*,*,*,*,グ、,グ,グ
ス、,2,2,9000,フィラー,*,*,*,*,*,ス、,ス,ス
ニ、,2,2,9000,フィラー,*,*,*,*,*,ニ、,ニ,ニ
ハ、,2,2,9000,フィラー,*,*,*,*,*,ハ、,ハ,ハ
バ、,2,2,9000,フィラー,*,*,*,*,*,バ、,バ,バ
ヨ、,2,2,9000,フィラー,*,*,*,*,*,ヨ、,ヨ,ヨ
アバ、,2,2,9000,フィラー,*,*,*,*,*,アバ、,アバ,アバ
アラート,1285,1285,5000,名詞,一般,*,*,*,*,アラート,アラート,アラート,
アラーム,1285,1285,6000,名詞,一般,*,*,*,*,アラーム,アラーム,アラーム,
あらすじ,1285,1285,4000,名詞,一般,*,*,*,*,あらすじ,アラスジ,アラスジ,
アラレ,1285,1285,9000,名詞,一般,*,*,*,*,アラレ,アラレ,アラレ,
アルジ,1285,1285,9000,名詞,一般,*,*,*,*,アルジ,アルジ,アルジ,
アルビノ,1285,1285,6000,名詞,一般,*,*,*,*,アルビノ,アルビノ,アルビノ,
アルピノワニ,1285,1285,2000,名詞,一般,*,*,*,*,アルピノワニ,アルピノワニ,アルピノワニ,
アンヴィエント,1285,1285,3000,名詞,一般,*,*,*,*,アンヴィエント,アンヴィエント,アンヴィエント,
アンヴィル,1285,1285,5000,名詞,一般,*,*,*,*,アンヴィル,アンヴィル,アンヴィル,
アンクレット,1285,1285,2000,名詞,一般,*,*,*,*,アンクレット,アンクレット,アンクレット,
アンコ,1285,1285,4000,名詞,一般,*,*,*,*,アンコ,アンコ,アンコ,
アンセレクテッド・レザレクション,1285,1285,100,名詞,一般,*,*,*,*,アンセレクテッド・レザレクション,アンセレクテッドレザレクション,アンセレクテッドレザレクション,
アンダードッグ,1285,1285,1000,名詞,一般,*,*,*,*,アンダードッグ,アンダードッグ,アンダードッグ,
アンタイ・ヌンジャ・アーティファクト,1285,1285,100,名詞,一般,*,*,*,*,アンタイ・ヌンジャ・アーティファクト,アンタイヌンジャアーティファクト,アンタイヌンジャアーティファクト,
アンタイセイ,1285,1285,1000,名詞,一般,*,*,*,*,アンタイセイ,アンタイセイ,アンタイセイ,
アンタイブディスト・メタル,1285,1285,100,名詞,一般,*,*,*,*,アンタイブディスト・メタル,アンタイブディストメタル,アンタイブディストメタル,
アンタイブディズム,1285,1285,1000,名詞,一般,*,*,*,*,アンタイブディズム,アンタイブディズム,アンタイブディズム,
アンデッド,1285,1285,4000,名詞,一般,*,*,*,*,アンデッド,アンデッド,アンデッド,
アンドロイド,1285,1285,2000,名詞,一般,*,*,*,*,アンドロイド,アンドロイド,アンドロイド,
アンブッシュ,1285,1285,4000,名詞,一般,*,*,*,*,アンブッシュ,アンブッシュ,アンブッシュ,
アンプリファイアー,1285,1285,1000,名詞,一般,*,*,*,*,アンプリファイアー,アンプリファイアー,アンプリファイアー,
イアイ,1285,1285,6000,名詞,一般,*,*,*,*,イアイ,イアイ,イアイ,
イアイド,1285,1285,5000,名詞,一般,*,*,*,*,イアイド,イアイド,イアイド,
イアイド・リチュアル,1285,1285,2000,名詞,一般,*,*,*,*,イアイド・リチュアル,イアイドリチュアル,イアイドリチュアル,
イアイドー,1285,1285,4000,名詞,一般,*,*,*,*,イアイドー,イアイドー,イアイドー,
イエティ,1285,1285,5000,名詞,一般,*,*,*,*,イエティ,イエティ,イエティ,
イガグリ,1285,1285,6000,名詞,一般,*,*,*,*,イガグリ,イガグリ,イガグリ,
イカスミ,1285,1285,5000,名詞,一般,*,*,*,*,イカスミ,イカスミ,イカスミ,
イカダ,1285,1285,9000,名詞,一般,*,*,*,*,イカダ,イカダ,イカダ,
イガラ声,1285,1285,1000,名詞,一般,*,*,*,*,イガラ声,イガラゴエ,イガラゴエ,
イクサ,1285,1285,6000,名詞,一般,*,*,*,*,イクサ,イクサ,イクサ,
イケス,1285,1285,9000,名詞,一般,*,*,*,*,イケス,イケス,イケス,
イケス・プール,1285,1285,1000,名詞,一般,*,*,*,*,イケス・プール,イケスプール,イケスプール,
イケバナ,1285,1285,6000,名詞,一般,*,*,*,*,イケバナ,イケバナ,イケバナ,
イコライジング,1285,1285,1000,名詞,一般,*,*,*,*,イコライジング,イコライジング,イコライジング,
イコン,1285,1285,9000,名詞,一般,*,*,*,*,イコン,イコン,イコン,
イサオシ,1285,1285,4000,名詞,一般,*,*,*,*,イサオシ,イサオシ,イサオシ,
イシ,1285,1285,16000,名詞,一般,*,*,*,*,イシ,イシ,イシ,
イジェクトボタン,1285,1285,3000,名詞,一般,*,*,*,*,イジェクトボタン,イジェクトボタン,イジェクトボタン,
イシダキ,1285,1285,5000,名詞,一般,*,*,*,*,イシダキ,イシダキ,イシダキ,
イジメ,1285,1285,5000,名詞,一般,*,*,*,*,イジメ,イジメ,イジメ,
イタコ,1285,1285,9000,名詞,一般,*,*,*,*,イタコ,イタコ,イタコ,
イタマエ,1285,1285,5000,名詞,一般,*,*,*,*,イタマエ,イタマエ,イタマエ,
イタミ,1285,1285,6000,名詞,一般,*,*,*,*,イタミ,イタミ,イタミ,
イチゲン・カスタマ,1285,1285,3000,名詞,一般,*,*,*,*,イチゲン・カスタマ,イチゲンカスタマ,イチゲンカスタマ,
イチゴイチエ,1285,1285,2000,名詞,一般,*,*,*,*,イチゴイチエ,イチゴイチエ,イチゴイチエ,
イチコロ,1285,1285,6000,名詞,一般,*,*,*,*,イチコロ,イチコロ,イチコロ,
イチノタチ,1285,1285,4000,名詞,一般,*,*,*,*,イチノタチ,イチノタチ,イチノタチ,
イチモ・ダジン,1285,1285,1000,名詞,一般,*,*,*,*,イチモ・ダジン,イチモダジン,イチモダジン,
イド,1285,1285,16000,名詞,一般,*,*,*,*,イド,イド,イド,
イナズマ,1285,1285,5000,名詞,一般,*,*,*,*,イナズマ,イナズマ,イナズマ,
イナヅマ,1285,1285,6000,名詞,一般,*,*,*,*,イナヅマ,イナヅマ,イナヅマ,
イナリ,1285,1285,9000,名詞,一般,*,*,*,*,イナリ,イナリ,イナリ,
イニシアティブ,1285,1285,4000,名詞,一般,*,*,*,*,イニシアティブ,イニシアティブ,イニシアティブ,
イヌジニ,1285,1285,6000,名詞,一般,*,*,*,*,イヌジニ,イヌジニ,イヌジニ,
イビキ,1285,1285,5000,名詞,一般,*,*,*,*,イビキ,イビキ,イビキ,
イポン,1285,1285,4000,名詞,一般,*,*,*,*,イポン,イポン,イポン,
イミテイシション,1285,1285,1000,名詞,一般,*,*,*,*,イミテイシション,イミテイシション,イミテイシション,
イミテイション,1285,1285,4000,名詞,一般,*,*,*,*,イミテイション,イミテイション,イミテイション,
イロリ,1285,1285,5000,名詞,一般,*,*,*,*,イロリ,イロリ,イロリ,
インガ,1285,1285,9000,名詞,一般,*,*,*,*,インガ,インガ,インガ,
インガオホー,1285,1285,1000,名詞,一般,*,*,*,*,インガオホー,インガオホー,インガオホー,
インカム,1285,1285,5000,名詞,一般,*,*,*,*,インカム,インカム,インカム,
インゴーット,1285,1285,2000,名詞,一般,*,*,*,*,インゴーット,インゴーット,インゴーット,
インジケーター,1285,1285,1000,名詞,一般,*,*,*,*,インジケーター,インジケーター,インジケーター,
インストゥルメンタル,1285,1285,2000,名詞,一般,*,*,*,*,インストゥルメンタル,インストゥルメンタル,インストゥルメンタル,
インセクツ・オーメン,1285,1285,100,名詞,一般,*,*,*,*,インセクツ・オーメン,インセクツオーメン,インセクツオーメン,
インセンティブ,1285,1285,4000,名詞,一般,*,*,*,*,インセンティブ,インセンティブ,インセンティブ,
インタビューワーアー,1285,1285,2000,名詞,一般,*,*,*,*,インタビューワーアー,インタビューワーアー,インタビューワーアー,
インテリジェンス,1285,1285,3000,名詞,一般,*,*,*,*,インテリジェンス,インテリジェンス,インテリジェンス,
インテリジェントモーターサイクル,1285,1285,100,名詞,一般,*,*,*,*,インテリジェントモーターサイクル,インテリジェントモーターサイクル,インテリジェントモーターサイクル,
イントラネット,1285,1285,4000,名詞,一般,*,*,*,*,イントラネット,イントラネット,イントラネット,
インパラ,1285,1285,6000,名詞,一般,*,*,*,*,インパラ,インパラ,インパラ,
インプラント,1285,1285,2000,名詞,一般,*,*,*,*,インプラント,インプラント,インプラント,
インプロヴィゼーション,1285,1285,100,名詞,一般,*,*,*,*,インプロヴィゼーション,インプロヴィゼーション,インプロヴィゼーション,
インロウ,1285,1285,6000,名詞,一般,*,*,*,*,インロウ,インロウ,インロウ,
インロウ・オブ・パワー,1285,1285,100,名詞,一般,*,*,*,*,インロウ・オブ・パワー,インロウオブパワー,インロウオブパワー,
ヴァット,1285,1285,6000,名詞,一般,*,*,*,*,ヴァット,ヴァット,ヴァット,
ヴァンアパイア,1285,1285,1000,名詞,一般,*,*,*,*,ヴァンアパイア,ヴァンアパイア,ヴァンアパイア,
ヴァンパイア,1285,1285,4000,名詞,一般,*,*,*,*,ヴァンパイア,ヴァンパイア,ヴァンパイア,
ウィジャ盤,1285,1285,4000,名詞,一般,*,*,*,*,ウィジャ盤,ウィジャバン,ウィジャバン,
ヴィジランテ,1285,1285,2000,名詞,一般,*,*,*,*,ヴィジランテ,ヴィジランテ,ヴィジランテ,
ウィスパーボイス,1285,1285,1000,名詞,一般,*,*,*,*,ウィスパーボイス,ウィスパーボイス,ウィスパーボイス,
ウィッグ,1285,1285,5000,名詞,一般,*,*,*,*,ウィッグ,ウィッグ,ウィッグ,
ウィルス,1285,1285,5000,名詞,一般,*,*,*,*,ウィルス,ウィルス,ウィルス,
ウイルス,1285,1285,5000,名詞,一般,*,*,*,*,ウイルス,ウイルス,ウイルス,
ウィン・ウィン,1285,1285,1000,名詞,一般,*,*,*,*,ウィン・ウィン,ウィンウィン,ウィンウィン,
ウィンウィン,1285,1285,4000,名詞,一般,*,*,*,*,ウィンウィン,ウィンウィン,ウィンウィン,
ウィンチ,1285,1285,6000,名詞,一般,*,*,*,*,ウィンチ,ウィンチ,ウィンチ,
ウェアラブル,1285,1285,3000,名詞,一般,*,*,*,*,ウェアラブル,ウェアラブル,ウェアラブル,
ウエイター,1285,1285,5000,名詞,一般,*,*,*,*,ウエイター,ウエイター,ウエイター,
ウェーヴ,1285,1285,6000,名詞,一般,*,*,*,*,ウェーヴ,ウェーヴ,ウェーヴ,
ウェスタン,1285,1285,5000,名詞,一般,*,*,*,*,ウェスタン,ウェスタン,ウェスタン,
ウェットニンジャ装束,1285,1285,2000,名詞,一般,*,*,*,*,ウェットニンジャ装束,ウェットニンジャショウゾク,ウェットニンジャショウゾク,
ヴェテラン,1285,1285,4000,名詞,一般,*,*,*,*,ヴェテラン,ヴェテラン,ヴェテラン,
ウェポン,1285,1285,6000,名詞,一般,*,*,*,*,ウェポン,ウェポン,ウェポン,
ウエルカムマネキネコ,1285,1285,2000,名詞,一般,*,*,*,*,ウエルカムマネキネコ,ウエルカムマネキネコ,ウエルカムマネキネコ,
ヴォーカリスト,1285,1285,1000,名詞,一般,*,*,*,*,ヴォーカリスト,ヴォーカリスト,ヴォーカリスト,
ヴォーカル,1285,1285,4000,名詞,一般,*,*,*,*,ヴォーカル,ヴォーカル,ヴォーカル,
ウォートカ,1285,1285,5000,名詞,一般,*,*,*,*,ウォートカ,ウォートカ,ウォートカ,
ウォーリア,1285,1285,4000,名詞,一般,*,*,*,*,ウォーリア,ウォーリア,ウォーリア,
ヴォールト,1285,1285,4000,名詞,一般,*,*,*,*,ヴォールト,ヴォールト,ヴォールト,
ウォッカ,1285,1285,4000,名詞,一般,*,*,*,*,ウォッカ,ウォッカ,ウォッカ,
ウォリアー,1285,1285,4000,名詞,一般,*,*,*,*,ウォリアー,ウォリアー,ウォリアー,
ウキヨエ,1285,1285,4000,名詞,一般,*,*,*,*,ウキヨエ,ウキヨエ,ウキヨエ,
ウキヨエ・トレーラー,1285,1285,1000,名詞,一般,*,*,*,*,ウキヨエ・トレーラー,ウキヨエトレーラー,ウキヨエトレーラー,
ウキヨエトレーラー,1285,1285,1000,名詞,一般,*,*,*,*,ウキヨエトレーラー,ウキヨエトレーラー,ウキヨエトレーラー,
ウシミツ,1285,1285,6000,名詞,一般,*,*,*,*,ウシミツ,ウシミツ,ウシミツ,
ウシミツ・アワー,1285,1285,3000,名詞,一般,*,*,*,*,ウシミツ・アワー,ウシミツアワー,ウシミツアワー,
ウシミツアワー,1285,1285,4000,名詞,一般,*,*,*,*,ウシミツアワー,ウシミツアワー,ウシミツアワー,
ウスイタカイホン,1285,1285,3000,名詞,一般,*,*,*,*,ウスイタカイホン,ウスイタカイホン,ウスイタカイホン,
ウスノロ,1285,1285,6000,名詞,一般,*,*,*,*,ウスノロ,ウスノロ,ウスノロ,
ウタマロ,1285,1285,6000,名詞,一般,*,*,*,*,ウタマロ,ウタマロ,ウタマロ,
ウデマエ,1285,1285,5000,名詞,一般,*,*,*,*,ウデマエ,ウデマエ,ウデマエ,
ウドン,1285,1285,6000,名詞,一般,*,*,*,*,ウドン,ウドン,ウドン,
ウニパンクヘアー,1285,1285,4000,名詞,一般,*,*,*,*,ウニパンクヘアー,ウニパンクヘアー,ウニパンクヘアー,
ウマミ,1285,1285,9000,名詞,一般,*,*,*,*,ウマミ,ウマミ,ウマミ,
ウメボシ・マティーニ,1285,1285,1000,名詞,一般,*,*,*,*,ウメボシ・マティーニ,ウメボシマティーニ,ウメボシマティーニ,
ウラナイ,1285,1285,6000,名詞,一般,*,*,*,*,ウラナイ,ウラナイ,ウラナイ,
ウルフ,1285,1285,6000,名詞,一般,*,*,*,*,ウルフ,ウルフ,ウルフ,
ウロコ,1285,1285,5000,名詞,一般,*,*,*,*,ウロコ,ウロコ,ウロコ,
ウワゴト,1285,1285,6000,名詞,一般,*,*,*,*,ウワゴト,ウワゴト,ウワゴト,
エア・タイピング,1285,1285,1000,名詞,一般,*,*,*,*,エア・タイピング,エアタイピング,エアタイピング,
エアロ,1285,1285,5000,名詞,一般,*,*,*,*,エアロ,エアロ,エアロ,
エイミング,1285,1285,4000,名詞,一般,*,*,*,*,エイミング,エイミング,エイミング,
エキジビジョン,1285,1285,1000,名詞,一般,*,*,*,*,エキジビジョン,エキジビジョン,エキジビジョン,
エキシビチョン,1285,1285,1000,名詞,一般,*,*,*,*,エキシビチョン,エキシビチョン,エキシビチョン,
エクササイズ,1285,1285,2000,名詞,一般,*,*,*,*,エクササイズ,エクササイズ,エクササイズ,
エクスプロイテーション,1285,1285,100,名詞,一般,*,*,*,*,エクスプロイテーション,エクスプロイテーション,エクスプロイテーション,
エグゼグティヴ,1285,1285,1000,名詞,一般,*,*,*,*,エグゼグティヴ,エグゼグティヴ,エグゼグティヴ,
エクソシズム,1285,1285,2000,名詞,一般,*,*,*,*,エクソシズム,エクソシズム,エクソシズム,
エコノミック,1285,1285,4000,名詞,一般,*,*,*,*,エコノミック,エコノミック,エコノミック,
エジキ,1285,1285,9000,名詞,一般,*,*,*,*,エジキ,エジキ,エジキ,
エシャク,1285,1285,6000,名詞,一般,*,*,*,*,エシャク,エシャク,エシャク,
エッセンシャル,1285,1285,1000,名詞,一般,*,*,*,*,エッセンシャル,エッセンシャル,エッセンシャル,
エテル,1285,1285,9000,名詞,一般,*,*,*,*,エテル,エテル,エテル,
エト,1285,1285,12000,名詞,一般,*,*,*,*,エト,エト,エト,
エドマエ,1285,1285,6000,名詞,一般,*,*,*,*,エドマエ,エドマエ,エドマエ,
エネルギバー,1285,1285,4000,名詞,一般,*,*,*,*,エネルギバー,エネルギバー,エネルギバー,
エピソードン,1285,1285,4000,名詞,一般,*,*,*,*,エピソードン,エピソードン,エピソードン,
エフェクタ,1285,1285,4000,名詞,一般,*,*,*,*,エフェクタ,エフェクタ,エフェクタ,
エボシ帽,1285,1285,3000,名詞,一般,*,*,*,*,エボシ帽,エボシボウ,エボシボウ,
エマージェンシー,1285,1285,2000,名詞,一般,*,*,*,*,エマージェンシー,エマージェンシー,エマージェンシー,
エリアル,1285,1285,6000,名詞,一般,*,*,*,*,エリアル,エリアル,エリアル,
エリアル・カカト,1285,1285,3000,名詞,一般,*,*,*,*,エリアル・カカト,エリアルカカト,エリアルカカト,
エルゴノミクス,1285,1285,3000,名詞,一般,*,*,*,*,エルゴノミクス,エルゴノミクス,エルゴノミクス,
エルゴノミック,1285,1285,1000,名詞,一般,*,*,*,*,エルゴノミック,エルゴノミック,エルゴノミック,
エルボー,1285,1285,5000,名詞,一般,*,*,*,*,エルボー,エルボー,エルボー,
エルボードロップ,1285,1285,3000,名詞,一般,*,*,*,*,エルボードロップ,エルボードロップ,エルボードロップ,
エレクトリックイール,1285,1285,2000,名詞,一般,*,*,*,*,エレクトリックイール,エレクトリックイール,エレクトリックイール,
エレクトロ・ダークポップ,1285,1285,100,名詞,一般,*,*,*,*,エレクトロ・ダークポップ,エレクトロダークポップ,エレクトロダークポップ,
エレクトロ・ポップ,1285,1285,1000,名詞,一般,*,*,*,*,エレクトロ・ポップ,エレクトロポップ,エレクトロポップ,
エレクトロダークポップ,1285,1285,100,名詞,一般,*,*,*,*,エレクトロダークポップ,エレクトロダークポップ,エレクトロダークポップ,
エレクトロポップ,1285,1285,1000,名詞,一般,*,*,*,*,エレクトロポップ,エレクトロポップ,エレクトロポップ,
エンガワ,1285,1285,6000,名詞,一般,*,*,*,*,エンガワ,エンガワ,エンガワ,
エンジェル,1285,1285,4000,名詞,一般,*,*,*,*,エンジェル,エンジェル,エンジェル,
エンシェント,1285,1285,4000,名詞,一般,*,*,*,*,エンシェント,エンシェント,エンシェント,
エンチャントメント,1285,1285,1000,名詞,一般,*,*,*,*,エンチャントメント,エンチャントメント,エンチャントメント,
エンドウ豆,1285,1285,4000,名詞,一般,*,*,*,*,エンドウ豆,エンドウマメ,エンドウマメ,
エントツ,1285,1285,6000,名詞,一般,*,*,*,*,エントツ,エントツ,エントツ,
エントランス,1285,1285,4000,名詞,一般,*,*,*,*,エントランス,エントランス,エントランス,
エンドルフィン,1285,1285,4000,名詞,一般,*,*,*,*,エンドルフィン,エンドルフィン,エンドルフィン,
エンハンスメント,1285,1285,3000,名詞,一般,*,*,*,*,エンハンスメント,エンハンスメント,エンハンスメント,
エンブレム,1285,1285,4000,名詞,一般,*,*,*,*,エンブレム,エンブレム,エンブレム,
